project_id,open_project_id,project_title,project_objective,scale,country,region,undp_role_type,thematic_focus,ssc_description,territorial_focus,partner_type,project_link,edit_link
"xxx9f0f5b81",,"Echange en matière de développement rural","Dans le cadre de l’appui que le PNUD apporte à la stratégie de renouveau rural, 17 cadres de la Direction Générale des Forets (acteurs locaux) ont participé à un voyage d’étude en Turquie pour prendre connaissance de son expérience en matière de développement rural notamment ont acquis les connaissances pratiques de base en matière de gestions des projets de proximités rural. Une proposition de partenariat à long terme avec la Turquie a été discutée. (E18- Rapport de mission).","country-country","DZA","arab_states","knowledge_broker","","Les acquis de ce voyage d'études, sont en cours de capitalisation.","","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxx9f0f5b81.txt"
"xxx9f31e741",,"Pilot 3 - Ministry of Natural Resource and Agriculture - Climate Change  and Food Security - Building resilience among cattle producers of the Belize District","The pilot carried out in the Agriculture sector worked with livestock small holders in adaptation to climate change and climate variability. Technical knowledge and know how was exchanged with the Ministry of Agriculture and cattle small holders through expert affiliates of CATIE Guatemala. Farmers were introduced to new techniques for silage, making/ stockpiling of low cost nutritional blocks and  in the development, management and protection of water sources for livestock rearing.","country-country","BLZ","lac","knowledge_broker","","The resulting action served to build capacities within 120 smallholders of the Belize River valley. From the pilot the Ministry of Agriculture prepared several knowledge products relating to climate resilient livestock rearing. These products are being promoted as a part of the national agriculture development strategy.","","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxx9f31e741.txt"
"xxx9f4d2a37",,"Visita de Bolivia a UruguaySecretario de Planificación del Gobierno Departamental de Cbba - Sr. Filemos Iriarte PNUD – ART Bolivia Sra. Gricel AvilaVisita de Uruguay a Bolivia Sr. Diego Garcia - Especialista PNUD ART UruguaySeptiembre – octubre 2014","A partir de este intercambio el Gobierno Departamental juntamente con el PNUD ART, está en proceso de elaboración de una agenda de empleo, trabajo y Desarrollo Local, se están tomando los modelos que fueron transferidos en el intercambio. También, se cuenta con un diseño preliminar de un curso de formación con enfoque territorial en DEL a ser desarrollado a partir del mes de Junio de 2015.","country-country","BOL","lac","knowledge_broker","","A partir de este Intercambio - El Gobierno Departamental juntamente con el PNUD ART, está en proceso de elaboración de una Agenda de empleo, trabajo y Desarrollo Local, se están tomando los modelos que fueron transferidos en el intercambio; Se cuenta con un diseño preliminar de un curso de formación con enfoque territorial en DEL a ser desarrollado a partir de Junio de 2015; La FAM tiene planificado realizar un taller en el cual pueda definir un nuevo modelo de gestión asociativa[CoopSur2014ByU]","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxx9f4d2a37.txt"
"xxx9f74a2aa",,"Round table -Effective public service delivery- (Baku, Azerbaijan, October 3) hosted by Civil Service Commission of Azerbaijan in cooperaion with Agency for Civil Service Affairs of Kazakhstan.","The event targeted at the civil servants involved in the public service delivery in the countries of the Region. The round table came up with analyzing the current trends and achieved results among participating countries to increase the access to the public services and the quality of public service delivery in three dimensions - - changes in normative legal acts;- changes in the public service delivery practice;- development of the public feedback system;","regional","KAZ","europe_cis","knowledge_broker","","The initiatives for 2014 were set according to the findings of the Baseline study 2013 following initatives were specified based on the findings of the study -  strategic state planning; civil servants' performance appraisal; anti-corruption policy (ethics and integrity); e-government;The round table covered most of the priority topics set for this year.","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxx9f74a2aa.txt"
"xxx9f7b397e",,"South-South and Triangular Cooperation of SME Development in Asia","The SME project objective is to support the strengthening of SME policy formulation and institutional reform as well as institutional support for training, technological exchanges and market access in the Least Developed Countries (LDCs) and other countries in the region through South-South Cooperation.","regional","MYS","asia_pacific","knowledge_broker","","Materials and knowledge products developed and made available on the CO's webpage and Facebook.","mic","national_governments","http://www.undp.org/content/malaysia/en/home/operations/projects/poverty_reduction/77131_South-SouthSME.html","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxx9f7b397e.txt"
"xxx9ff0cb99",,"Project regarding the introduction of added value products in China.  Project was executed by PROMPERU (Peruvian Agency responsible of promoting tourism and Peruvian products)","The initiative was created in order to study Chinese market in order to promote exports of fruits and vegetables from Peru, Colombia and Ecuador.","regional","PER","lac","knowledge_broker","","Study regarding Chinese MarketsProject's Final Report","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxx9ff0cb99.txt"
"xxx9fff7f30",,"Developing the cooperation between civil service academies in the Central Asia","UNDP facilitated the participation of the Rector of Civil Service Academy under the President of Turkmenistan in the round-table on Effective Public Services organized by the Regional Civil Service Hub in Kazakhstan. Turkmenistan's CSA was able to establish important contacts with the peers in the region and currently entertains the idea of joining the Hub.","country-country","TKM","europe_cis","facilitator_of_partnerships","","NDP facilitated the participation of the Rector of Civil Service Academy under the President of Turkmenistan in the round-table on Effective Public Services organized by the Regional Hub of Civil Service of UNDP in Kazakhstan. Turkmenistan CSA was able to establish important contacts with the peers in the region and currently entertains the idea of joining the Hub. In 2015 colleagues from Azerbaijan’s State Agency on Public Services and Social Innovations are planning working visit to CSA.","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxx9fff7f30.txt"
"xxxa0661fd9",,"Study visit  by senior officials from Sao Tome and Principe to Timor-Leste to learn about the Integrated Information Management Systems (IIMS)","The Minister of Justice, Prosecutor General and Chief Justice of Sao Tome and Principe visited Timor-Leste from 23 – 28 February for a study trip to gather information about the Integrated Information Management Systems (IIMS).","country-country","TLS","asia_pacific","knowledge_broker","","The study visit has contributed to enhance existing knowledge and skills of the justice institutions in understanding the system’s potential, strengths and areas for improvement.","fragile_states","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa0661fd9.txt"
"xxxa149b5f9",,"Czech-UNDP Trust Fund","South-South/East-East initiative involving Kazakhstan, Kyrgyzstan and Armenia on sharing Czech experience in implementing the EU Energy Performance in Buildings Directive).","global","CZE","europe_cis","facilitator_of_partnerships",""," Initiative consolidated 3 separate proposals into one as part of the Czech-UNDP Trust Fund.","","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa149b5f9.txt"
"xxxa18ca5f8",,"Elaboration des plans nationaux d’adaptation au changement climatique.","Missions de Formation/ partage experience sur elaboration plan nationaux adaptation changement climatique. Deux cadres nationaux formes sur outils et methodes  pour elaborer des plans strategiques adaptation au changement","country-country","GIN","africa","builder_of_capacities","","Quoique les resultats  tangibles ne soient pas perceptibles en ce moment, en raison du fait que initiative vient de se realiser y a quelques mois elle a toutefois, permis de doter le pays en outils et methode pour elaboration des plans strategique nationaux d’adaptation au changement climatique.","","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa18ca5f8.txt"
"xxxa1c709b9",,"HuRiLab - Human Rights Laboratory is a platform","HuRiLab - Human Rights Laboratory is a platform to promote innovative concepts into the Rule of Law, Human Rights, and Justice programming. We seek to facilitate collaboration with institutions and youth/ civil society organizations in order to develop more responsive and effective projects that can address persistent challenges posed by vulnerability, marginalization, and exclusion.","regional","","europe_cis","knowledge_broker","","South-South Cooperation (SSC) is integrated into many components of the governance agenda in the region, including through innovation for the HuRiLab platform ","n/a","cso","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa1c709b9.txt"
"xxxa2115574",,"COOPERACION ENTRE MUNICIPIOS ASUNCION  Y LA PAZ","Desde el Programa DIPECHO VIII, el consorcio conformado por PNUD, OXFAM y PLAN, bajo el liderazgo de la Secretaría de Emergencia Nacional,  implementan un proyecto que involucra a la Municipalidad de Asunción para fortalecer sus capacidades de preparación para la respuesta. Una de las actividades de este proyecto, es el intercambio de experiencias en el marco de cooperación Sur-Sur en busca de fortalecer las capacidades de las ciudades que forman parte del DIPECHO, en materia de GRR.","country-country","PRY","lac","knowledge_broker","","El proceso resultó en un intercambio de  lecciones aprendidas  y buenas practicas en gestion y reduccion de riesgos entre los municipios en referencia; además de crear lazos en la construcción de capacidades entre las instituciones. http -//www.py.undp.org/content/paraguay/es/home/presscenter/articles/2013/12/05/la-paz-y-asunci-n-intercambian-experiencias-para-la-gesti-n-de-riesgos-urbanos.htmlhttp -//www.mca.gov.py/noticias/221113_2.html","","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa2115574.txt"
"xxxa29f097e",,"South-South Cooperation on strengthening the infrastructure for Peace in Ethiopia","The Government of Ethiopia and UNDP have developed a robust partnership to strengthen the evolving architecture for peace.  Central to this partnership is building national standing capabilities or infrastructures for peacebuilding and prevention","country-country","ETH","africa","knowledge_broker","inclusive_and_effective_democratic_governance","UNDP facilitated knowledge sharing between Ethiopian and Ghanaian policy makers and practitioners on strengthening infrastructure for peace. The level of participation from Ethiopia demonstrated the consistent commitment of its government to peacebuilding as a strategic policy intervention to inclusive and equitable development. ","ldc","national_governments","http://www.et.undp.org/content/ethiopia/en/home/ourwork/democraticgovernance/successstories/Accessingfreelegalaid11/","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa29f097e.txt"
"xxxa2c979a4",,"Indigenous Radio","","country-country","KHM","asia_pacific","knowledge_broker","inclusive_and_effective_democratic_governance","UNDP supported knowledge exchange between Laos and Cambodia. A visit of Laos delegation was organized to Cambodia with an aim to share experience of an indigenous radio programme in Laos with the Cambodian national and provincial governments as well as community media practitioners. A workshop and field trip to Ratanak Kiri province were organized to share Laos' best practices and lessons learnt.","ldc","private_sector","http://www.kh.undp.org/content/cambodia/en/home/ourwork/democraticgovernance/successstories1/undp-brings-indigenous-people-radio-experiences-from-laos-to-cam.html","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa2c979a4.txt"
"xxxa2ebc7e5",,"Proyecto Piloto de un Centro de Gestión para la Reducción del Riesgo (CGRR) en el Distrito Municipal La Victoria y Punto de Alerta Temprana (PAT) en la  Hacienda Estrella","Iniciativa orientada a replicar y adaptar el modelo cubano de reducción de riesgos de desastres a nivel local en 5 países del Caribe, auspiciada por la Iniciativa de Gestión de Riesgo en el Caribe (CRMI). El Piloto se orientó a fortalecer capacidades de reducción de riesgos de instituciones y comunidades frente a las inundaciones provocadas por el desbordamiento del río Ozama en temporada ciclónica. Se espera implementar un Sistema de Alerta Temprana ante inundaciones en la cuenca Ozama.","regional","DOM","lac","knowledge_broker|builder_of_capacities","","Se han fortalecido las capacidades de respuesta a la Defensa Civil del Municipio de la Victoria dotándolas de capacitación, equipos y planes de emergencia.","sids","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa2ebc7e5.txt"
"xxxa3507e15",,"Regional EU Integration Facility","Croatia is leading the regional Eu integration facility and Montenegro benefited from expert support for Chapter 24","country-country","MNE","europe_cis","knowledge_broker","","Revision of the Action Plans for Chapter 23 and 24 ongoing.","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa3507e15.txt"
"xxxa5e8b67b",,"Quality Management With Equity Programme","The programme certifies companies with gender-friendly labour policies","country-country","URY","lac","knowledge_broker","inclusive_and_effective_democratic_governance","UNDP is a knowledge broker- experts from Uruguay travelled to Colombia to exchange knowledge in order to support the implementation of a similar programme in Colombia called EQUIPARES.","hic","national_governments|cso","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa5e8b67b.txt"
"xxxa60a811a",,"A Regional Strategy in support of South-South Cooperation (SSC) in the Arab States","Strategy aimed at addressing existing knowledge, communication and resource gaps towards further advancing South-South and triangular cooperation for development in the Arab States region.","regional","","arab_states","builder_of_capacities","","The strategy was presented in the framework of the First Arab States Regional South-South Development EXPO. http -//southsouthworld.org/office/images/First%20Arab%20States%20Regional%20South-South%20Development%20EXPO%20Program%20-%20EN.pdf","n/a","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa60a811a.txt"
"xxxa6398c25",,"Intercambios de experiencia sobre la aplicación de las cuotas de participación política de las mujeres","Como parte de los apoyos brindados a la Asamblea Legislativa tuvo lugar una conferencia web sobre “Aplicación de Leyes de Cuota en El Salvador” entre las magistradas del TSE y diputadas de la Asamblea Legislativa de El Salvador con magistradas del Tribunal Supremo Electoral de México (Magistrada María del Carmen Alanis)  y Ecuador (Roxana Silva, Consejera Nacional Electoral) para profundizar en los mecanismos de cuota institucional.","country-country","SLV","lac","knowledge_broker","","Como resultado de esta iniciativa, el Grupo Parlamentario de Mujeres reforzó el artículo sobre la cuota de participación política para asegurar que la cuota se cumpliera en la elección de Concejos Municipales plurales. http -//www.asamblea.gob.sveparlamento/indice-legislativo/buscador-de-documentos-legislativos/ley-de-partidos-politicos","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa6398c25.txt"
"xxxa6773637",,"Establishment of Youth Innovation Hub","In September 2014, the Prime Minister’s Office (PMO) and the Innovation Association of Swaziland (IAS) established partnership with Tshwane Innovation Hub in South Africa in the area of innovation development. Leveraging on the Innovation Fund, UNDP facilitated partnerships between the two countries to collaborate in this initiative.","country-country","SWZ","africa","facilitator_of_partnerships","","The partnership between the 2 countries resulted in the adoption by Swaziland of the SA Youth Innovation Hub model which is established at the University of Swaziland. UNDP provided the seed money for the establishment of the Youth Innovation Hub.  The GoS has commitment to actively involve the newly established IAS to lead in the implementation of the e-governance strategy.  The initiative has also provided impetus for the UNISWA to integrate innovation in the institution’s research agenda.","","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa6773637.txt"
"xxxa700da6d",,"Desarrollo de Estrategias Nacionales REDD+ en el marco del programa ONU-REDD","Se trato de un encuentro de intercambio Sur-Sur realizado del 30 de julio al 1 de agosto 2014 en el que participaron 80 personas de Argentina, Brasil, Colombia, Chile, Costa Rica, Ecuador, Guatemala, Guyana, Honduras, Mexico, Panama;, Paraguay, Peru; y Surinam, y otros expertos internacionales.","regional","ECU","lac","knowledge_broker","","2014, Reporte Tecnico Intercambio Sur-Sur Region de Latinoamerica y el Caribe; Desarrollo de Estrategias REDD; Programa ONUREDD","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa700da6d.txt"
"xxxa701ac66",,"Training provided on land laser leveling in Ashgabat, Turkmenistan (October 2014)","Expert from Uzbekistan conducted a training on laser leveling for farmers in pilot regions in Turkmenistan. The support was provided through the regional UNDP project on Climate Risk Mitigation (CRM)","regional","UZB","europe_cis","knowledge_broker","","The training demonstrated how the land-laser leveling can be utilized as a tool for more efficient use of irrigation water and mitigation of its deficiency. Based on the feedback received from the project manager at UNDP Turkmenistan theoretical and practical knowledge gained by the project beneficiaries helps them to use laser leveling equipment in an area of 25 hectares. This new technique is also now applied in other areas with similar issues of water and land management in Turkmenistan [60]","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa701ac66.txt"
"xxxa73f3108",,"00080714 RCC - Apoyada la gestion del conocimiento en respuesta al VIH en - Republica Dominicana y Programa multi-pais del Fondo Mundial, para Asia-Pacificoy en recuperacion temprana en respuesta a la Epidemia de Ebola, bajo Equipo SURGE de Naciones Unidas, en Guinea Conakri.","Apoyada la gestion del conocimiento en el nuevo Mecanismo de Financiamiento del Fondo Mundial en Republica Dominicana y ofrecida asistencia tecnica en el desarrollo del sistema de reportes financieros para sub-receptores del Programa multi-pais del Fondo Mundial, para la region Asia-Pacifico. Brindada asesoria tecnica en apoyo y recuperacion temprana a la epidemia de Ebola en Guinea-Conakri, como Equipo SURGE de las Naciones Unidas","country-country","CUB","lac","knowledge_broker","","Enviada al Fondo Mundial nueva nota conceptual del nuevo Mecanismo de Financiamiento del Fondo Mundial en Republica Dominicana e implementados sistema de reportes financieros para sub-receptores del Programa multi-pais del Fondo Mundial, para la region Asia-Pacifico. Mejorada la capacidad tecnica de respuesta a la epidemia de Ebola en Guinea-Conakri.","sids","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa73f3108.txt"
"xxxa80acc52",,"VISITE DE SYSTEMES D’ALERTE PRECOCE EXISTANTS ET FONCTIONNELS AU KENYA","Renforcement des capacites  des pays les moins avances pour contrer les effets nefastes des changements climatiques a travers la formulation et la mise en œuvre du Plan National d’Adaptation aux changements climatiques. L’objectif etait le transfert de connaissances et de competences a travers les echanges en profitant des experiences des pays invites.","country-country","BEN","africa","builder_of_capacities",""," Les experiences acquises ont permis de renforcer les capacites des structures nationales intervenant dans la mise en place du SAP. Elles ont permis mettre en place un SAP transitoire pour la gestion des inondations de 2014 a travers - La couverture nationale pour la surveillance du climat / meteo s est amelioree de 26% passant de 30% a 56% La periodicite de collecte et de transmission des donnees des stations difficilement mensuelle au depart est devenue quotidienne de facon assuree.","","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa80acc52.txt"
"xxxa91451da",,"Partnership Initiatives - Follow-up of China Study Programme on Environment Conservation and Livelihoods Promotion for MENARID visit to Iran","Following the 14 Iranians visit to China on Study Programme of Environment Conservation and Livelihoods Promotion for MENARID in 2013, four Chinese  visited Iran and shared knowledge on best practices on renewable energies techniques and traditional greenhouses and familiarized them with Iranian ecological situation. As a result 6 Pilot sites in Yazd province were identified to pilot the Chinese greenhouses.","country-country","IRN","asia_pacific","knowledge_broker","","A Greenhouse plan has been developed including a) the implementing submitting a detailed proposal to UNDP, a technical Chinese expert to train Iranians on construction of the pilots and verification of the standards of greenhouses established in Iran. These will contribute to enhanced engendered knowledge and understanding of the drivers of land use change causing land, ecosystem and water degradation with consequent impacts on ecosystem services and local livelihoods.","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa91451da.txt"
"xxxa966356e",,"Development of the economic potential of the Euroregion Dniester promoting  transborder cooperation between neighboring communities in Ukraine and Moldova, including its Transnistrian region","Capacity building events and public forums (with participation of central/local gov, businesses, experts) were organized in 2014 to discuss the priorities for euroregion development. The recommendations will be used in designing the strategy for the economic development of the euroregion (Feb 2015). A 25-people study visit to Poland took place; the lessons and best practices learned there are being embedded in the strategy.","regional","MDA","europe_cis","knowledge_broker","","The initiative managed to develop considerable interest with the local authorities in both countries to deepen cross-border cooperation (see declarations in the Newsletter no. 5 http -//dniester.eu/en/article/1179 ) and enabled a participatory process that is currently being finalized into a strategic document for the economic development of the region","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa966356e.txt"
"xxxa97651ae",,"Georgia-Ukraine Business incubator support","UNDP has supported to building cooperation between Ajarian and Dnepropetrovsk regional authorities in developing institutionalized business development service provider - business incubator using Batumi Business Incubator model initially supported by UNDP. in 2014 Batumi Business Incubator staff provided support to Dnepropetrovsk authorities in conceptualizing","country-country","GEO","europe_cis","facilitator_of_partnerships","","The new Business Incubator was established in Dnepropetrovsk region of Ukraine as a result of the cooperation between regional authorities of Ajara (Georgia) and Dnepropetrovsk (Ukraine). Evidence - DBI web - http -//dia.dp.ua/en/news/1137/","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxa97651ae.txt"
"xxxaa76f6ea",,"Pacific Adaptation to Climate Change (PACC) programme","The programme involves 14 Pacific island counties. to  improve the effectiveness of the response to climate change in the Pacific. The project will improve technical capacities to support appropriate adaptation centric policies, demonstrate cost-effective adaptation techniques in key sectors, and promote regional cooperation. Knowledge generated by the PACC Programme will contribute to a sound base for future climate change adaptation in the region. Tools, technical guidelines, experiences and lessons learned will be shared regionally and globally, to enhance the capacity to plan for and respond to climate risks.","regional","COK|FJI|FSM|MHL|NRU|NIU|PLW|PNG|WSM|SLB|TON|TKL|TUV|VUT","asia_pacific","knowledge_broker","resilience_building","UNDP will  assist countries to identify, prioritize and implement long-term “no regrets” pilot demonstration adaptation response measures in line with UNDP‟s comparative advantage and enhance the capacity of 13 Pacific countries to design and implement policies to integrate adaptation into domestic plans, investments and practices. For instance, success cases were transferred from Nauru to the Marshall Islands.  ","sids","regional_inter_governmental_organizations|international_cooperation_development_agencies|national_governments","http://www.undp.org/content/dam/samoa/docs/UNDP_WS_ProDocPACC.pdf","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxaa76f6ea.txt"
"xxxab4fd452",,"Project to strengthen the process of REDD +preparation  in Mexico and promote  South-South cooperation","The project focuses on preparation for the REDD + process in Mexico, particularly in terms of deforestation monitoring and measuring, reporting and verification (MRV) mechanisms. The SSC project strategy includes development of a Virtual Center of Excellence with regional scope and focusing on forest monitoring and MRV. The Project will be implemented in coordination with CONAFOR and the FAO with funding from the Government of Norway.","","MEX","lac","builder_of_capacities","","The conceptual basis for the Virtual Center of Excellence was prepared and persons participated in a regional workshop in El Salvador to share Mexico’s experience regarding REDD +. At present, the business plan for the Center is being drawn up and will serve as a basis for making progress with the political negotiations. The project has been reflected in AMEXCID workshops and a publication on UN support for Mexico’s South-South cooperation efforts (E85 PNUD).","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxab4fd452.txt"
"xxxab602a57",,"Partnership initiative - Four Study Tours on Sustainable Management of Land and Water Resource Phase II Project conducted within Iran and visit by a Chinese delegation.","130 people participated in study visits for Sustainable Management of Land and Water Resource Phase II Project within Iran - - a) Barij Essence Kashan Manufactory to familiarize with the herbs industry; b) International Projects experts (Chinese) to share best practices on alternative livelihoods and examination of basin potential for promoting solar power and greenhouses; c) Aradan Governors and d) Governors and FRWO mangers site visit tom Yazd and Semnan to draw on the best practice.","country-country","IRN","asia_pacific","knowledge_broker","","The herbal production through local community was promoted and proved as the best sustainable industry, as well as management of water in the arid region&reducing in energy use thereby reducing.Also pilot sites were identified for institutional strengthening. These efforts once will fully implemented will contribute to the development of an integrated planning &management of land & water resources in a water basin for achieving sustainable development.","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxab602a57.txt"
"xxxabe08040",,"Strengthening of the Security Government to support violence and crime  prevention, control in Dominican Republic","","country-country","DOM","lac","knowledge_broker","resilience_building","UNDP facilitated knowledge exchange between Colombia, Ecuador and Dominican Republic- (1) Vice Ministers from Dominican Republic visited  Bogotá, Colombia, for exchanging experiences on the establishment of a National Emergency System; (2) Vice ministers from Dominican Republic visited Ecuador to learn best practices of managing the city's emergency response system. ","sids","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxabe08040.txt"
"xxxacdaaa35",,"SIDS Conference, SAMOA Pathway and SIDS Action Platform","The Third International Conference on Small Island Developing States (SIDS Conference) and its outcome document (SAMOA Pathway) set a new framework for the sustainable development of SIDS through genuine and durable partnerships. The SIDS Action Platform has been developed to support the follow up to the Conference, including through a partnerships platform, a partnerships framework, and a UN Implementation Matrix.","global","WSM","asia_pacific","facilitator_of_partnerships","","301 partnerships, valued at over USD 1.9 billion [UN], were registered during the conference, to address a broad range of challenges facing SIDS, between governments, businesses and CSOs from all over the world. Over one-third of the partnerships registered were announced during the conference, including new partnerships worth potential USD625 million, while existing partnerships made new commitments amounting to USD $1.28 billion.","sids","cso|national_governments|private_sector","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxacdaaa35.txt"
"xxxad144f35",,"Contributions to a new model towards youth policy","","country-country","URY","lac","knowledge_broker","sustainable_development_pathways","UNDP facilitated knowledge exchange between Paraguay and Uruguay on Youth Policy developed jointly with the Youth National Institutes of Paraguay and Uruguay. ","hic","cso","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxad144f35.txt"
"xxxae0d0da0",,"Appui au processus electoral en Tunisie","Le projet vise a aider a la mise en place d un organe de gestion electorale pour superviser le premier evenement electoral et contribuer a la construction d’une gestion future independante des elections en Tunisie. D autres acteurs impliques dans le processus electoral sont egalement vises, y compris la societe civile (en particulier les femmes et les jeunes), les medias et d autres institutions nationales qui jouent un role dans la diffusion de l information.","regional","TUN","arab_states","knowledge_broker",""," Participation a un forum regional sur l administration et la resolution des conflits electoraux (Amerique latine/pays du printemps arabe). Participation a un atelier thematique conjoint EC-PNUD sur le renforcement de la credibilite; des processus electoraux. Plusieurs composantes du projet sont reliees à une initiative regionale permettant la promotion des echanges et lamplification des connaissances produites.","mic","cso|national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxae0d0da0.txt"
"xxxaea7c74d",,"South-South Cooperation on Climate Change Forum","The Forum brought together more than 200 participants including ministers and other government representatives from China, Egypt, Gabon, Mongolia, Nepal, and Seychelles, principals of UNEP, UNDP, UNFCCC, UNCCD, GEF, and SDC, heads of development agencies, scientists, business leaders, and civil society representatives to discuss the importance of South-South cooperation as a key element of the response to climate change, its enablers and constraints, and options and mechanisms for its promotion.","global","CHN","asia_pacific","knowledge_broker|builder_of_capacities","","The Forum focused on three main aspects of SSC - (a) the basic value proposition and importance of South-South cooperation, (b) the enablers and constraints for South-South cooperation, and (c) the options and mechanisms for South-South cooperation.The Forum is contributing to  a successful post-2015 climate agreement by promoting South-South Cooperation as an integral part of global action on combating climate change.","mic","cso|national_governments|private_sector","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxaea7c74d.txt"
"xxxaf310f01",,"Match Making of SMEs","Study visit to the Istanbul Food Fair in order to match-make BiH companies with potential international food-producing partners.","country-country","BIH","europe_cis","facilitator_of_partnerships","","10 BiH SMEs participated in the event, with one concrete deal being stricken with a Turkish partner.","fragile_states","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxaf310f01.txt"
"xxxb069e523",,"China-Cambodia-UNDP Trilateral Cooperation Cassava Project Phase II","The Cambodia cassava project Phase2 aims to bring benefits to cassava farmers by mobilizing knowledge and expertise mainly from China. Through a needs assessment, an environmental study, a training manual and a business-matching exercise, the project addressed challenges faced in the Cambodian cassava sector, promoting direct export of cassava to the Chinese market. The Trilateral cooperation project also supports Chinese bilateral assistance to focus on achieving poverty reduction objectives.","regional","CHN","asia_pacific","knowledge_broker|builder_of_capacities","","The Trilateral Cassava Project Phase 2 supported the development of Chinese capacity in Trilateral Cooperation. Chinese Ministry of Commerce officials took part in official missions in Guangxi and Cambodia, contributing to knowledge exchange. In Cambodia, cassava farmers and processors were trained in modern cultivation techniques using Chinese expertise. Connectivity between Cambodian farmers and the Chinese market was improved, enabling Cambodian farmers to move up the value chain.","mic","national_governments","","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxb069e523.txt"
"xxxb1a076b4",,"Experience sharing on Energy Efficient Standards (EESs), labelling and behaviour change","Officials from the Bangladesh Ministry of Power, Energy and Mineral Resources are sharing experiences, lessons and expertise on energy efficiency standards, labelling and behaviour change with their counterparts in five Asian countries. The regional platform aims to advance progress in this area and includes participation from sector specialists and private-sector entrepreneurs. Technical Working Group Meetings occur semi-annually and a regional steering committee meeting is held annually.","regional","BGD","asia_pacific","knowledge_broker","","Reflecting the lessons and expertise from this cooperation, the Bangladesh Standards and Testing Institute developed and adopted Energy Efficient Standards and labelling for four electrical products. In 2014, the manufacture and sale of these products led to an offset of nearly 180 MW of energy demands (nearly 3% of national demand) and a reduction of 1,000 tons of greenhouse gases (BSTI 2014).","","national_governments","http://www.undp.org/content/bangladesh/en/home/operations/projects/environment_and_energy/barrier-removal-to-the-cost-effective-development-and-implementa.html","http://prose.io/#undp/ssc/edit/gh-pages/_ssc_projects/xxxb1a076b4.txt"
